% Model:              2D Vinsome.mph
% Version:            COMSOL 6.0.0.312
% Date:               Jan 18 2022, 16:51
% Dimension:          2
% Nodes:              2211
% Expressions:        7
% Description:        Dependent variable T
% Length unit:        m
% R                       Z                        T (degC) @ t=1           T (degC) @ t=2           T (degC) @ t=3           T (degC) @ t=4           T (degC) @ t=5           T (degC) @ t=10          T (degC) @ t=20
0.25                      0                        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000010827        0                        25.799999999993588       25.79999999999552        25.799999999996317       25.799999999996828       25.79999999999717        25.799999999998022       25.79999999999859
0.25                      2                        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000008662        1.9999999999999996       25.799999999980173       25.799999999986085       25.7999999999887         25.799999999990177       25.799999999991257       25.799999999993815       25.799999999995634
0.25                      4                        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000006497        3.999999999999999        25.799999999883084       25.79999999991793        25.799999999933107       25.799999999942145       25.799999999948284       25.79999999996346        25.799999999974204
0.8000000000008276        0                        25.799999999970055       25.799999999979036       25.7999999999829         25.799999999985175       25.799999999986767       25.799999999990746       25.799999999993474
0.8000000000006618        1.9999999999999993       25.79999999990855        25.799999999935835       25.799999999947715       25.79999999995482        25.799999999959596       25.799999999971533       25.799999999979832
0.25                      6.000000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000004331        6.000000000000001        25.79999999928816        25.799999999500358       25.79999999959307        25.79999999964798        25.799999999685326       25.79999999977781        25.799999999842953
1.1000000000005725        0                        25.79999999987723        25.799999999913894       25.799999999929753       25.799999999939303       25.799999999945726       25.7999999999617         25.79999999997301
1.1000000000004582        2                        25.799999999625015       25.799999999736883       25.799999999785655       25.799999999814645       25.799999999834313       25.799999999883084       25.799999999917304
0.25                      8.000000000000002        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000002166        8                        25.799999995615963       25.799999996923248       25.799999997493842       25.799999997832174       25.799999998062276       25.799999998631733       25.799999999033105
1.4000000000003174        0                        25.799999999698684       25.79999999978861        25.79999999982772        25.799999999851025       25.799999999866827       25.799999999905936       25.799999999933675
1.4000000000002537        1.9999999999999996       25.799999999076817       25.799999999352224       25.799999999472277       25.79999999954356        25.79999999959199        25.799999999711986       25.7999999997964
0.25                      9                        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000001084        8.999999999999998        25.79999995346202        25.79999996734756        25.799999973404795       25.799999976995537       25.79999997943878        25.799999985481236       25.799999989740627
1.7000000000000624        0                        25.79999999891845        25.79999999924098        25.79999999938167        25.79999999946517        25.7999999995219         25.79999999966242        25.799999999761553
1.7000000000000492        2                        25.799999996678707       25.79999999766909        25.799999998101327       25.799999998357634       25.799999998531973       25.79999999896347        25.79999999926747
0.25                      9.5                      25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000000542        9.5                      25.799999338431007       25.79999953592136        25.799999622034647       25.799999673075888       25.799999707802556       25.799999793678182       25.799999854208977
1.9999999999998073        0                        25.79999999830818        25.79999999881278        25.799999999032934       25.799999999163617       25.799999999252293       25.799999999471993       25.79999999962706
1.9999999999998457        2.0000000000000004       25.799999994701807       25.79999999628194        25.799999996971508       25.799999997380382       25.799999997658574       25.79999999834672        25.799999998831595
0.25                      9.75                     25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000000271        9.750000000000002        25.79999497301668        25.799996472941757       25.79999712722889        25.799997515097402       25.7999977790098         25.799998431694917       25.7999988917864
2.3499999999993246        0                        25.799999998160274       25.79999999870921        25.799999998948635       25.799999999090687       25.79999999918715        25.799999999426063       25.799999999594604
2.34999999999946          2                        25.799999994016332       25.7999999958015         25.79999999658031        25.799999997041937       25.79999999735611        25.79999999813316        25.799999998680732
0.25                      9.875                    25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000000135        9.875                    25.799976211741523       25.799983305425144       25.7999864013168         25.79998823692995        25.799989486028608       25.799992575506053       25.79999475353401
2.650000000000735         0                        25.799999996757606       25.799999997724967       25.799999998146916       25.79999999839731        25.799999998567387       25.79999999898837        25.79999999928532
2.650000000000588         1.9999999999999996       25.799999989473918       25.799999992614346       25.799999993984272       25.799999994796508       25.799999995349197       25.79999999671594        25.799999997679322
0.25                      9.9375                   25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5000000000000068        9.9375                   25.79977922423558        25.799845053607896       25.79987378557081        25.799890821779286       25.79990241476702        25.799931089029144       25.7999513042966
3.0000000000002522        0                        25.799999991902837       25.79999999431891        25.799999995372673       25.79999999599761        25.79999999642257        25.79999999747389        25.799999998215128
3.000000000000202         1.9999999999999996       25.799999973905983       25.7999999816916         25.79999998508788        25.799999987101216       25.7999999884712         25.79999999185918        25.7999999942474
0.25                      10                       25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001        25.80000000000001
0.5                       10                       25.770971554899404       25.77962311205988        25.78340067799826        25.785640856536645       25.787165388063272       25.790936469866892       25.793595230444453
3.4000000000006523        0                        25.799999984346073       25.799999989018033       25.799999991055472       25.799999992263338       25.79999999308501        25.79999999511722        25.799999996549843
3.400000000000521         2                        25.79999994839818        25.799999963798598       25.799999970515046       25.79999997449636        25.79999997720529        25.799999983904286       25.799999988626325
0.8000000000000049        9.937499999999996        25.793075834790102       25.79513963565296        25.796040708652015       25.796575052950743       25.796938691739513       25.797838178186737       25.798472345093842
0.7999999999999998        9.999999999999998        25.749029792297733       25.764223391679366       25.77085645800446        25.77478979810337        25.777466522086172       25.78408748119068        25.78875541150319
3.749999999996839         0                        25.79999998058713        25.799999986382886       25.799999988909747       25.799999990407514       25.79999999142649        25.79999999394613        25.799999995722374
